run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.552603	 -0.000089	 -0.000114	 -0.447397	  0.000122	26	0
1	499999.334194	 -0.000133	 -0.000190	 -0.665806	  0.000286	23	0
2	499998.708130	 -0.000258	 -0.000363	 -1.291870	  0.000521	31	0
3	499999.876694	 -0.000025	 -0.000050	 -0.123306	  0.000129	8	0
4	500000.052649	  0.000011	  0.000002	  0.052649	  0.000042	10	0
5	499999.740893	 -0.000052	 -0.000088	 -0.259107	  0.000179	25	0
6	499999.230150	 -0.000154	 -0.000206	 -0.769850	  0.000260	16	0
7	499998.956686	 -0.000209	 -0.000254	 -1.043314	  0.000225	4	0
8	499999.060802	 -0.000188	 -0.000251	 -0.939198	  0.000317	16	0
9	499999.503101	 -0.000099	 -0.000141	 -0.496899	  0.000207	12	0
