run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.639378	  0.000528	  0.000402	  2.639378	  0.000628	54	0
1	500004.204063	  0.000841	  0.000519	  4.204063	  0.001607	27	0
2	500003.091703	  0.000618	  0.000443	  3.091703	  0.000879	66	0
3	500001.962558	  0.000393	  0.000324	  1.962558	  0.000342	32	0
4	500003.461564	  0.000692	  0.000475	  3.461564	  0.001086	65	0
5	500002.096604	  0.000419	  0.000293	  2.096604	  0.000633	37	0
6	500003.725630	  0.000745	  0.000565	  3.725630	  0.000901	28	0
7	500002.586863	  0.000517	  0.000399	  2.586863	  0.000591	56	0
8	500002.960598	  0.000592	  0.000480	  2.960598	  0.000561	45	0
9	500003.063549	  0.000613	  0.000472	  3.063549	  0.000702	56	0
