run	wealth	return	value	profit	mdd	transactions	short transactions
0	500004.139694	  0.000828	  0.000783	  4.139694	  0.000224	25	0
1	500010.617631	  0.002124	  0.002062	 10.617631	  0.000306	18	0
2	500005.254571	  0.001051	  0.000985	  5.254571	  0.000329	31	0
3	500003.361462	  0.000672	  0.000646	  3.361462	  0.000129	19	0
4	500005.277376	  0.001055	  0.000974	  5.277376	  0.000407	32	0
5	500005.849890	  0.001170	  0.001132	  5.849890	  0.000190	24	0
6	500005.997548	  0.001200	  0.001163	  5.997548	  0.000181	17	0
7	500004.367243	  0.000873	  0.000816	  4.367243	  0.000288	27	0
8	500004.729336	  0.000946	  0.000904	  4.729336	  0.000208	22	0
9	500005.175861	  0.001035	  0.000967	  5.175861	  0.000342	27	0
