run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.232235	  0.000046	  0.000037	  0.232235	  0.000049	23	0
1	500000.644722	  0.000129	  0.000109	  0.644722	  0.000102	3	0
2	500000.298048	  0.000060	  0.000044	  0.298048	  0.000079	42	0
3	500000.914725	  0.000183	  0.000141	  0.914725	  0.000207	46	0
4	500001.901886	  0.000380	  0.000319	  1.901886	  0.000308	5	0
5	500001.154964	  0.000231	  0.000190	  1.154964	  0.000203	33	0
6	500001.278908	  0.000256	  0.000201	  1.278908	  0.000276	13	0
7	499999.935151	 -0.000013	 -0.000027	 -0.064849	  0.000068	30	0
8	499999.993127	 -0.000001	 -0.000002	 -0.006873	  0.000005	2	0
9	500000.739492	  0.000148	  0.000119	  0.739492	  0.000147	33	0
