run	wealth	return	value	profit	mdd	transactions	short transactions
0	499997.580005	 -0.000484	 -0.000699	 -2.419995	  0.001073	6	0
1	499999.039324	 -0.000192	 -0.000234	 -0.960676	  0.000207	4	0
2	499999.544595	 -0.000091	 -0.000112	 -0.455405	  0.000107	37	0
3	499999.266171	 -0.000147	 -0.000210	 -0.733829	  0.000315	23	0
4	499999.886871	 -0.000023	 -0.000037	 -0.113129	  0.000071	27	0
5	499999.457736	 -0.000108	 -0.000177	 -0.542264	  0.000340	27	0
6	499999.266581	 -0.000147	 -0.000178	 -0.733419	  0.000158	4	0
7	499999.447231	 -0.000111	 -0.000158	 -0.552769	  0.000238	23	0
8	499999.538886	 -0.000092	 -0.000150	 -0.461114	  0.000289	27	0
9	499999.365380	 -0.000127	 -0.000170	 -0.634620	  0.000214	16	0
