run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.428474	  0.000086	  0.000079	  0.428474	  0.000032	2	0
1	500000.145834	  0.000029	  0.000022	  0.145834	  0.000037	4	0
2	500000.070551	  0.000014	  0.000009	  0.070551	  0.000027	14	0
3	500000.476214	  0.000095	  0.000087	  0.476214	  0.000040	8	0
4	500000.054377	  0.000011	  0.000009	  0.054377	  0.000009	10	0
5	500000.262122	  0.000052	  0.000044	  0.262122	  0.000042	10	0
6	500000.111336	  0.000022	  0.000017	  0.111336	  0.000028	4	0
7	500000.359878	  0.000072	  0.000066	  0.359878	  0.000030	8	0
8	500000.222526	  0.000045	  0.000037	  0.222526	  0.000036	10	0
9	500000.147479	  0.000029	  0.000023	  0.147479	  0.000031	8	0
