run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.132293	 -0.000174	 -0.000211	 -0.867707	  0.000187	4	0
1	499999.440628	 -0.000112	 -0.000156	 -0.559372	  0.000220	77	0
2	499999.549516	 -0.000090	 -0.000146	 -0.450484	  0.000279	16	0
3	499998.821944	 -0.000236	 -0.000312	 -1.178056	  0.000384	14	0
4	499999.858811	 -0.000028	 -0.000044	 -0.141189	  0.000079	16	0
5	499999.483882	 -0.000103	 -0.000138	 -0.516118	  0.000174	16	0
6	499997.459700	 -0.000508	 -0.000615	 -2.540300	  0.000537	31	0
7	499998.202515	 -0.000359	 -0.000477	 -1.797485	  0.000586	14	0
8	499999.114155	 -0.000177	 -0.000220	 -0.885845	  0.000212	35	0
9	499998.775745	 -0.000245	 -0.000298	 -1.224255	  0.000264	29	0
