run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.131721	  0.000026	  0.000020	  0.131721	  0.000034	4	0
1	500000.063824	  0.000013	  0.000008	  0.063824	  0.000026	30	0
2	500000.161986	  0.000032	  0.000025	  0.161986	  0.000035	5	0
3	500000.408000	  0.000082	  0.000063	  0.408000	  0.000092	6	0
4	500000.163993	  0.000033	  0.000029	  0.163993	  0.000021	6	0
5	500000.119976	  0.000024	  0.000019	  0.119976	  0.000026	8	0
6	500000.553656	  0.000111	  0.000089	  0.553656	  0.000110	12	0
7	500000.622736	  0.000125	  0.000097	  0.622736	  0.000140	6	0
8	500000.169478	  0.000034	  0.000027	  0.169478	  0.000032	14	0
9	500000.347363	  0.000069	  0.000058	  0.347363	  0.000057	10	0
