Generation	Best	Worst	Average
1	    0.001100	-9999.000000	  -89.991047
2	    0.001286	-9999.000000	  -59.993889
3	    0.001371	-9999.000000	  -19.997670
4	    0.001555	-9999.000000	   -9.998416
5	    0.001744	   -0.004620	    0.000849
6	    0.001744	-9999.000000	  -19.997010
7	    0.001744	-9999.000000	  -19.996926
8	    0.001775	-9999.000000	  -29.995833
9	    0.001775	-9999.000000	  -19.996747
10	    0.001775	-9999.000000	   -9.997650
11	    0.001775	-9999.000000	  -39.994593
12	    0.001775	-9999.000000	  -19.996552
13	    0.001775	-9999.000000	  -39.994526
14	    0.001831	-9999.000000	   -9.997504
15	    0.001849	-9999.000000	   -9.997457
16	    0.001849	-9999.000000	  -19.996426
17	    0.001849	-9999.000000	   -9.997422
18	    0.001879	-9999.000000	  -39.994397
19	    0.001879	-9999.000000	  -19.996409
20	    0.001879	-9999.000000	   -9.997357
21	    0.001879	-9999.000000	  -19.996328
22	    0.001879	-9999.000000	   -9.997351
23	    0.001879	-9999.000000	   -9.997310
24	    0.001879	-9999.000000	  -19.996324
25	    0.001879	   -0.002035	    0.001727
26	    0.001879	-9999.000000	   -9.997313
27	    0.001879	   -0.003849	    0.001728
28	    0.001879	-9999.000000	   -9.997286
29	    0.001879	-9999.000000	  -19.996251
30	    0.001879	-9999.000000	   -9.997258
31	    0.001879	-9999.000000	  -29.995281
32	    0.001888	   -0.002822	    0.001737
33	    0.001888	-9999.000000	  -19.996282
34	    0.001888	-9999.000000	   -9.997250
Generation	Best	Worst	Average
0	    0.001219	-9999.000000	 -339.966160
1	    0.001401	-9999.000000	 -179.982065
2	    0.001418	-9999.000000	 -119.987914
3	    0.001604	-9999.000000	   -9.998716
4	    0.001604	-9999.000000	   -9.998510
5	    0.001631	-9999.000000	  -19.997272
6	    0.001669	   -0.002919	    0.000944
7	    0.001669	   -0.002869	    0.001072
8	    0.001669	   -0.001531	    0.001189
9	    0.001741	   -0.002224	    0.001303
10	    0.001741	-9999.000000	   -9.997662
11	    0.001860	-9999.000000	  -19.996643
12	    0.001860	   -0.002145	    0.001389
13	    0.001860	-9999.000000	   -9.997596
14	    0.001860	   -0.002661	    0.001432
15	    0.001860	   -0.005290	    0.001427
16	    0.001860	-9999.000000	   -9.997530
17	    0.001860	-9999.000000	  -29.995529
18	    0.001860	-9999.000000	   -9.997505
19	    0.001860	-9999.000000	   -9.997501
20	    0.001860	-9999.000000	   -9.997486
21	    0.001863	   -0.002613	    0.001510
22	    0.001920	-9999.000000	   -9.997475
23	    0.001920	-9999.000000	  -19.996473
24	    0.001920	   -0.002566	    0.001543
25	    0.001920	-9999.000000	   -9.997435
26	    0.001920	-9999.000000	   -9.997456
27	    0.001920	-9999.000000	   -9.997398
28	    0.001955	-9999.000000	  -19.996441
29	    0.001955	-9999.000000	   -9.997422
30	    0.001955	   -0.002660	    0.001583
31	    0.001978	-9999.000000	  -19.996388
32	    0.001978	-9999.000000	  -19.996377
33	    0.001978	   -0.003324	    0.001615
34	    0.001978	   -0.002750	    0.001651
Generation	Best	Worst	Average
0	    0.001320	-9999.000000	 -479.952215
1	    0.001320	-9999.000000	 -159.984036
2	    0.001441	-9999.000000	  -69.992885
3	    0.001630	-9999.000000	  -19.997625
4	    0.001630	-9999.000000	  -19.997323
5	    0.001631	   -0.005120	    0.000876
6	    0.001644	-9999.000000	   -9.997975
7	    0.001644	   -0.002401	    0.001161
8	    0.001716	   -0.002120	    0.001280
9	    0.001798	-9999.000000	   -9.997660
10	    0.001798	   -0.001785	    0.001395
11	    0.001798	-9999.000000	   -9.997595
12	    0.001810	   -0.001385	    0.001463
13	    0.001810	-9999.000000	  -29.995521
14	    0.001828	-9999.000000	  -19.996477
15	    0.001828	-9999.000000	  -29.995453
16	    0.001828	   -0.001960	    0.001569
17	    0.001828	-9999.000000	   -9.997418
18	    0.001848	-9999.000000	   -9.997373
19	    0.001848	   -0.002707	    0.001645
20	    0.001848	   -0.002717	    0.001640
21	    0.001848	-9999.000000	  -29.995337
22	    0.001848	-9999.000000	  -39.994341
23	    0.001848	-9999.000000	   -9.997312
24	    0.001848	-9999.000000	  -29.995341
25	    0.001848	-9999.000000	  -19.996320
26	    0.001848	-9999.000000	   -9.997326
27	    0.001848	   -0.002809	    0.001672
28	    0.001848	   -0.002750	    0.001687
29	    0.001848	-9999.000000	   -9.997310
30	    0.001848	   -0.002160	    0.001714
31	    0.001848	-9999.000000	  -29.995324
32	    0.001867	-9999.000000	   -9.997317
33	    0.001867	   -0.002666	    0.001716
34	    0.001948	   -0.003406	    0.001694
Generation	Best	Worst	Average
0	    0.001212	-9999.000000	 -429.957157
1	    0.001212	-9999.000000	 -169.983075
2	    0.001276	-9999.000000	  -59.993897
3	    0.001569	   -0.004595	    0.000319
4	    0.001569	-9999.000000	  -39.995423
5	    0.001569	-9999.000000	  -29.996175
6	    0.001600	-9999.000000	   -9.997977
7	    0.001603	-9999.000000	   -9.997855
8	    0.001721	-9999.000000	  -49.993772
9	    0.001721	-9999.000000	  -19.996734
10	    0.001736	-9999.000000	   -9.997670
11	    0.001736	   -0.002338	    0.001335
12	    0.001736	   -0.008031	    0.001376
13	    0.001736	-9999.000000	  -49.993578
14	    0.001736	-9999.000000	   -9.997554
15	    0.001792	-9999.000000	  -19.996496
16	    0.001792	-9999.000000	  -19.996479
17	    0.001792	-9999.000000	  -29.995438
18	    0.001792	-9999.000000	  -29.995444
19	    0.001792	-9999.000000	  -19.996419
20	    0.001792	-9999.000000	   -9.997403
21	    0.001792	-9999.000000	   -9.997398
22	    0.001792	-9999.000000	   -9.997395
23	    0.001792	-9999.000000	   -9.997404
24	    0.001799	   -0.002667	    0.001635
25	    0.001810	   -0.001649	    0.001646
26	    0.001810	-9999.000000	  -19.996383
27	    0.001938	-9999.000000	  -39.994382
28	    0.001938	-9999.000000	  -19.996365
29	    0.001938	-9999.000000	   -9.997386
30	    0.001938	-9999.000000	   -9.997338
31	    0.001938	-9999.000000	  -39.994318
32	    0.001938	-9999.000000	   -9.997323
33	    0.001938	-9999.000000	   -9.997333
34	    0.001938	   -0.002740	    0.001700
Generation	Best	Worst	Average
0	    0.001500	-9999.000000	 -379.962144
1	    0.001500	-9999.000000	 -189.981026
2	    0.001536	-9999.000000	  -49.994923
3	    0.001536	-9999.000000	  -19.997694
4	    0.001536	-9999.000000	  -39.995444
5	    0.001622	-9999.000000	  -19.997221
6	    0.001711	-9999.000000	  -19.997066
7	    0.001711	-9999.000000	  -29.995953
8	    0.001711	   -0.001306	    0.001161
9	    0.001761	-9999.000000	  -39.994680
10	    0.001761	-9999.000000	  -29.995613
11	    0.001787	   -0.001730	    0.001430
12	    0.001787	-9999.000000	  -29.995554
13	    0.001787	   -0.002487	    0.001503
14	    0.001798	-9999.000000	  -19.996463
15	    0.001798	-9999.000000	   -9.997466
16	    0.001828	-9999.000000	  -39.994423
17	    0.001828	-9999.000000	  -49.993450
18	    0.001828	-9999.000000	  -19.996411
19	    0.001828	-9999.000000	  -49.993409
20	    0.001828	-9999.000000	  -19.996371
21	    0.001828	-9999.000000	  -19.996372
22	    0.001828	-9999.000000	  -19.996337
23	    0.001828	-9999.000000	   -9.997348
24	    0.001828	   -0.002729	    0.001656
25	    0.001918	   -0.002738	    0.001631
26	    0.001918	-9999.000000	   -9.997335
27	    0.001918	-9999.000000	   -9.997365
28	    0.001918	   -0.002633	    0.001664
29	    0.001918	   -0.004018	    0.001678
30	    0.001918	   -0.002809	    0.001672
31	    0.001918	-9999.000000	   -9.997341
32	    0.001918	   -0.002141	    0.001690
33	    0.001918	-9999.000000	   -9.997330
34	    0.001918	-9999.000000	   -9.997315
Generation	Best	Worst	Average
0	    0.001184	-9999.000000	 -429.957181
1	    0.001272	-9999.000000	 -269.973068
2	    0.001272	-9999.000000	  -49.994964
3	    0.001338	-9999.000000	  -49.994768
4	    0.001419	-9999.000000	   -9.998595
5	    0.001649	   -0.006702	    0.000670
6	    0.001708	-9999.000000	   -9.998147
7	    0.001708	-9999.000000	  -29.996004
8	    0.001708	-9999.000000	   -9.997910
9	    0.001716	-9999.000000	  -29.995791
10	    0.001716	   -0.001651	    0.001306
11	    0.001716	-9999.000000	   -9.997625
12	    0.001716	-9999.000000	  -39.994572
13	    0.001734	-9999.000000	   -9.997522
14	    0.001782	-9999.000000	  -39.994524
15	    0.001782	-9999.000000	  -49.993473
16	    0.001782	-9999.000000	   -9.997497
17	    0.001782	-9999.000000	   -9.997481
18	    0.001810	-9999.000000	  -29.995501
19	    0.001810	-9999.000000	  -19.996433
20	    0.001828	-9999.000000	   -9.997426
21	    0.001828	-9999.000000	  -19.996419
22	    0.001828	-9999.000000	  -39.994416
23	    0.001828	   -0.002678	    0.001659
24	    0.001828	   -0.001782	    0.001651
25	    0.001866	-9999.000000	  -29.995354
26	    0.001866	-9999.000000	  -39.994356
27	    0.001866	-9999.000000	   -9.997348
28	    0.001910	-9999.000000	   -9.997349
29	    0.001910	-9999.000000	   -9.997333
30	    0.001910	   -0.002779	    0.001674
31	    0.001910	-9999.000000	  -49.993341
32	    0.001910	-9999.000000	   -9.997307
33	    0.001943	-9999.000000	   -9.997312
34	    0.001943	-9999.000000	   -9.997287
Generation	Best	Worst	Average
0	    0.000802	-9999.000000	 -449.955152
1	    0.000962	-9999.000000	 -199.980086
2	    0.001186	-9999.000000	  -79.991918
3	    0.001531	-9999.000000	   -9.998787
4	    0.001661	-9999.000000	  -19.997601
5	    0.001661	-9999.000000	   -9.998342
6	    0.001661	-9999.000000	  -29.996131
7	    0.001661	-9999.000000	   -9.997995
8	    0.001708	-9999.000000	  -29.995879
9	    0.001708	-9999.000000	   -9.997744
10	    0.001708	-9999.000000	  -29.995687
11	    0.001708	-9999.000000	  -19.996637
12	    0.001708	-9999.000000	  -19.996570
13	    0.001708	   -0.001878	    0.001429
14	    0.001708	   -0.001693	    0.001441
15	    0.001795	-9999.000000	   -9.997536
16	    0.001795	   -0.004822	    0.001456
17	    0.001795	-9999.000000	   -9.997474
18	    0.001831	-9999.000000	   -9.997477
19	    0.001831	   -0.003389	    0.001538
20	    0.001841	-9999.000000	  -19.996406
21	    0.001897	   -0.002767	    0.001628
22	    0.001939	-9999.000000	  -29.995388
23	    0.001939	   -0.002685	    0.001630
24	    0.001948	-9999.000000	   -9.997301
25	    0.001948	-9999.000000	  -29.995338
26	    0.001948	   -0.002831	    0.001693
27	    0.001967	-9999.000000	   -9.997306
28	    0.002010	-9999.000000	   -9.997282
29	    0.002010	-9999.000000	   -9.997316
30	    0.002010	   -0.002766	    0.001703
31	    0.002010	-9999.000000	  -29.995279
32	    0.002010	-9999.000000	   -9.997265
33	    0.002010	   -0.002986	    0.001718
34	    0.002010	-9999.000000	  -29.995266
Generation	Best	Worst	Average
0	    0.001108	-9999.000000	 -419.958177
1	    0.001108	-9999.000000	 -179.982064
2	    0.001560	-9999.000000	  -59.993929
3	    0.001560	-9999.000000	  -29.996734
4	    0.001560	-9999.000000	   -9.998512
5	    0.001586	-9999.000000	  -69.992254
6	    0.001586	-9999.000000	   -9.998088
7	    0.001600	   -0.006029	    0.001028
8	    0.001600	-9999.000000	  -29.995892
9	    0.001600	-9999.000000	   -9.997747
10	    0.001600	-9999.000000	   -9.997687
11	    0.001720	-9999.000000	   -9.997642
12	    0.001720	-9999.000000	  -29.995627
13	    0.001809	-9999.000000	  -39.994610
14	    0.001809	-9999.000000	  -29.995567
15	    0.001819	-9999.000000	  -29.995523
16	    0.001819	-9999.000000	  -29.995525
17	    0.001819	-9999.000000	   -9.997487
18	    0.001819	-9999.000000	   -9.997450
19	    0.001819	-9999.000000	  -39.994431
20	    0.001819	-9999.000000	  -19.996394
21	    0.001819	   -0.001502	    0.001652
22	    0.001819	-9999.000000	  -29.995384
23	    0.001819	-9999.000000	   -9.997385
24	    0.001910	-9999.000000	  -19.996345
25	    0.001910	-9999.000000	   -9.997368
26	    0.001910	-9999.000000	  -19.996342
27	    0.001910	-9999.000000	  -29.995354
28	    0.001910	   -0.002707	    0.001681
29	    0.001910	-9999.000000	   -9.997330
30	    0.001910	   -0.002603	    0.001643
31	    0.001910	-9999.000000	  -29.995340
32	    0.001910	-9999.000000	   -9.997328
33	    0.001910	-9999.000000	   -9.997317
34	    0.001910	-9999.000000	  -19.996296
