run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.978193	 -0.000004	 -0.000006	 -0.021807	  0.000008	2	0
1	500000.077279	  0.000015	  0.000013	  0.077279	  0.000014	2	0
2	499999.829576	 -0.000034	 -0.000074	 -0.170424	  0.000200	14	0
3	500000.306455	  0.000061	  0.000050	  0.306455	  0.000058	6	0
4	500000.595272	  0.000119	  0.000079	  0.595272	  0.000199	51	0
5	500001.163903	  0.000233	  0.000123	  1.163903	  0.000549	30	0
6	500000.708726	  0.000142	  0.000073	  0.708726	  0.000343	22	0
7	500000.489339	  0.000098	  0.000081	  0.489339	  0.000086	2	0
8	500000.024691	  0.000005	  0.000003	  0.024691	  0.000008	23	0
9	500001.059535	  0.000212	  0.000146	  1.059535	  0.000332	14	0
