run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.631178	  0.000326	  0.000280	  1.631178	  0.000229	9	0
1	500001.992183	  0.000398	  0.000353	  1.992183	  0.000228	23	0
2	500001.554012	  0.000311	  0.000285	  1.554012	  0.000131	24	0
3	500001.832850	  0.000367	  0.000344	  1.832850	  0.000112	9	0
4	500001.516688	  0.000303	  0.000256	  1.516688	  0.000239	22	0
5	500001.799644	  0.000360	  0.000335	  1.799644	  0.000127	24	0
6	500001.300769	  0.000260	  0.000233	  1.300769	  0.000136	18	0
7	500001.788939	  0.000358	  0.000335	  1.788939	  0.000115	26	0
8	500000.849002	  0.000170	  0.000163	  0.849002	  0.000033	13	0
9	500003.381137	  0.000676	  0.000632	  3.381137	  0.000220	11	0
