run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.398409	 -0.000120	 -0.000146	 -0.601591	  0.000130	29	0
1	499998.791230	 -0.000242	 -0.000295	 -1.208770	  0.000266	29	0
2	499999.411018	 -0.000118	 -0.000168	 -0.588982	  0.000253	23	0
3	499997.761253	 -0.000448	 -0.000546	 -2.238747	  0.000490	26	0
4	499997.595408	 -0.000481	 -0.000595	 -2.404592	  0.000570	33	0
5	499998.264030	 -0.000347	 -0.000460	 -1.735970	  0.000566	14	0
6	499998.808824	 -0.000238	 -0.000320	 -1.191176	  0.000407	24	0
7	499999.637854	 -0.000072	 -0.000094	 -0.362146	  0.000110	23	0
8	499999.275794	 -0.000145	 -0.000203	 -0.724206	  0.000292	31	0
9	500000.025148	  0.000005	 -0.000021	  0.025148	  0.000132	6	0
