run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.557172	  0.000311	  0.000217	  1.557172	  0.000470	37	0
1	500003.555172	  0.000711	  0.000584	  3.555172	  0.000637	10	0
2	500004.596903	  0.000919	  0.000722	  4.596903	  0.000988	28	0
3	500003.948825	  0.000790	  0.000711	  3.948825	  0.000395	33	0
4	500000.931849	  0.000186	  0.000065	  0.931849	  0.000605	32	0
5	500004.928576	  0.000986	  0.000830	  4.928576	  0.000780	32	0
6	500002.049188	  0.000410	  0.000288	  2.049188	  0.000608	66	0
7	500001.923571	  0.000385	  0.000258	  1.923571	  0.000633	40	0
8	500002.246846	  0.000449	  0.000328	  2.246846	  0.000609	57	0
9	500002.750824	  0.000550	  0.000419	  2.750824	  0.000655	54	0
