run	wealth	return	value	profit	mdd	transactions	short transactions
0	500004.349178	  0.000870	  0.000842	  4.349178	  0.000141	24	0
1	500002.939322	  0.000588	  0.000467	  2.939322	  0.000604	17	0
2	500006.381761	  0.001276	  0.001231	  6.381761	  0.000225	18	0
3	500003.281766	  0.000656	  0.000618	  3.281766	  0.000190	19	0
4	500003.085644	  0.000617	  0.000586	  3.085644	  0.000156	14	0
5	500006.252704	  0.001251	  0.001207	  6.252704	  0.000217	19	0
6	500002.926454	  0.000585	  0.000539	  2.926454	  0.000231	32	0
7	500006.125115	  0.001225	  0.001187	  6.125115	  0.000190	25	0
8	500004.016694	  0.000803	  0.000750	  4.016694	  0.000266	27	0
9	500004.310615	  0.000862	  0.000815	  4.310615	  0.000234	25	0
