run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.553499	  0.000111	  0.000089	  0.553499	  0.000110	12	0
1	500000.238079	  0.000048	  0.000044	  0.238079	  0.000020	8	0
2	500000.200646	  0.000040	  0.000032	  0.200646	  0.000043	8	0
3	500000.287914	  0.000058	  0.000053	  0.287914	  0.000024	8	0
4	500000.070695	  0.000014	  0.000003	  0.070695	  0.000058	12	0
5	500000.188584	  0.000038	 -0.000020	  0.188584	  0.000287	9	0
6	500000.003136	  0.000001	  0.000000	  0.003136	  0.000001	4	0
7	500000.005306	  0.000001	  0.000001	  0.005306	  0.000002	2	0
8	500000.122312	  0.000024	  0.000018	  0.122312	  0.000031	4	0
9	500000.143442	  0.000029	  0.000024	  0.143442	  0.000023	10	0
