run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.748522	 -0.000050	 -0.000183	 -0.251478	  0.000664	42	0
1	500000.742739	  0.000149	 -0.000007	  0.742739	  0.000776	71	0
2	499999.087044	 -0.000183	 -0.000407	 -0.912956	  0.001121	61	0
3	499999.446708	 -0.000111	 -0.000165	 -0.553292	  0.000269	13	0
4	500011.692005	  0.002338	  0.002111	 11.692005	  0.001139	28	0
5	499999.653477	 -0.000069	 -0.000283	 -0.346523	  0.001070	60	0
6	500000.068587	  0.000014	 -0.000125	  0.068587	  0.000692	38	0
7	499999.754709	 -0.000049	 -0.000309	 -0.245291	  0.001302	62	0
8	499998.952212	 -0.000210	 -0.000377	 -1.047788	  0.000835	73	0
9	499998.419921	 -0.000316	 -0.000429	 -1.580079	  0.000563	18	0
