run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.032680	  0.000407	  0.000369	  2.032680	  0.000187	17	0
1	500001.779016	  0.000356	  0.000333	  1.779016	  0.000114	26	0
2	500001.331636	  0.000266	  0.000222	  1.331636	  0.000220	23	0
3	500001.190573	  0.000238	  0.000206	  1.190573	  0.000163	8	0
4	500005.946555	  0.001189	  0.001086	  5.946555	  0.000515	19	0
5	500002.329334	  0.000466	  0.000438	  2.329334	  0.000141	23	0
6	500002.093607	  0.000419	  0.000396	  2.093607	  0.000116	15	0
7	500002.044236	  0.000409	  0.000385	  2.044236	  0.000117	23	0
8	500001.633757	  0.000327	  0.000297	  1.633757	  0.000150	25	0
9	500002.525451	  0.000505	  0.000439	  2.525451	  0.000329	10	0
