run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.673348	  0.000335	  0.000316	  1.673348	  0.000094	5	0
1	500001.296097	  0.000259	  0.000233	  1.296097	  0.000132	18	0
2	500002.830992	  0.000566	  0.000494	  2.830992	  0.000363	11	0
3	500001.804517	  0.000361	  0.000324	  1.804517	  0.000183	18	0
4	500001.688638	  0.000338	  0.000315	  1.688638	  0.000116	25	0
5	500003.237019	  0.000647	  0.000603	  3.237019	  0.000222	10	0
6	500002.610019	  0.000522	  0.000466	  2.610019	  0.000280	21	0
7	500003.442728	  0.000689	  0.000645	  3.442728	  0.000216	10	0
8	500001.918769	  0.000384	  0.000323	  1.918769	  0.000306	6	0
9	500001.886616	  0.000377	  0.000354	  1.886616	  0.000116	22	0
