run	wealth	return	value	profit	mdd	transactions	short transactions
0	500003.862715	  0.000773	  0.000721	  3.862715	  0.000255	27	0
1	500004.047674	  0.000810	  0.000782	  4.047674	  0.000140	26	0
2	500003.878810	  0.000776	  0.000724	  3.878810	  0.000257	27	0
3	500006.899002	  0.001380	  0.001291	  6.899002	  0.000445	31	0
4	500005.249916	  0.001050	  0.000981	  5.249916	  0.000343	27	0
5	500004.926419	  0.000985	  0.000947	  4.926419	  0.000192	7	0
6	500009.011969	  0.001802	  0.001748	  9.011969	  0.000273	17	0
7	500007.687033	  0.001537	  0.001489	  7.687033	  0.000243	20	0
8	500003.550805	  0.000710	  0.000668	  3.550805	  0.000212	23	0
9	500005.125319	  0.001025	  0.000970	  5.125319	  0.000278	25	0
