run	wealth	return	value	profit	mdd	transactions	short transactions
0	500005.622478	  0.001124	  0.001050	  5.622478	  0.000372	27	0
1	500006.258431	  0.001252	  0.001210	  6.258431	  0.000209	22	0
2	500006.553203	  0.001311	  0.001269	  6.553203	  0.000207	20	0
3	500004.015717	  0.000803	  0.000776	  4.015717	  0.000134	22	0
4	500004.359389	  0.000872	  0.000798	  4.359389	  0.000368	29	0
5	500006.244593	  0.001249	  0.001187	  6.244593	  0.000310	29	0
6	500004.840881	  0.000968	  0.000904	  4.840881	  0.000320	27	0
7	500006.915073	  0.001383	  0.001294	  6.915073	  0.000444	31	0
8	500006.073446	  0.001215	  0.001180	  6.073446	  0.000171	6	0
9	500003.134083	  0.000627	  0.000597	  3.134083	  0.000147	17	0
