run	wealth	return	value	profit	mdd	transactions	short transactions
0	500003.273236	  0.000655	  0.000484	  3.273236	  0.000851	57	0
1	500002.763470	  0.000553	  0.000413	  2.763470	  0.000698	35	0
2	500004.354195	  0.000871	  0.000720	  4.354195	  0.000756	34	0
3	500001.704892	  0.000341	  0.000251	  1.704892	  0.000448	35	0
4	500003.185574	  0.000637	  0.000469	  3.185574	  0.000840	60	0
5	500003.327486	  0.000665	  0.000496	  3.327486	  0.000845	62	0
6	500002.825124	  0.000565	  0.000419	  2.825124	  0.000730	57	0
7	500003.880855	  0.000776	  0.000535	  3.880855	  0.001204	66	0
8	500003.078717	  0.000616	  0.000481	  3.078717	  0.000674	8	0
9	500000.585701	  0.000117	  0.000003	  0.585701	  0.000569	37	0
