run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.631627	  0.000526	  0.000469	  2.631627	  0.000288	22	0
1	500001.486770	  0.000297	  0.000271	  1.486770	  0.000131	19	0
2	500002.718390	  0.000544	  0.000484	  2.718390	  0.000297	22	0
3	500001.498060	  0.000300	  0.000279	  1.498060	  0.000105	6	0
4	500000.643346	  0.000129	  0.000116	  0.643346	  0.000065	14	0
5	500001.620395	  0.000324	  0.000304	  1.620395	  0.000102	10	0
6	500001.664275	  0.000333	  0.000290	  1.664275	  0.000215	9	0
7	500001.485986	  0.000297	  0.000252	  1.485986	  0.000224	4	0
8	500001.080669	  0.000216	  0.000208	  1.080669	  0.000042	13	0
9	500002.458060	  0.000492	  0.000462	  2.458060	  0.000150	9	0
