run	wealth	return	value	profit	mdd	transactions	short transactions
0	499994.701327	 -0.001060	 -0.001310	 -5.298673	  0.001250	5	0
1	499997.100167	 -0.000580	 -0.000724	 -2.899833	  0.000722	7	0
2	499991.471947	 -0.001706	 -0.002110	 -8.528053	  0.002021	128	0
3	499998.596254	 -0.000281	 -0.000355	 -1.403746	  0.000371	68	0
4	499995.588891	 -0.000882	 -0.001154	 -4.411109	  0.001357	139	0
5	499992.514116	 -0.001497	 -0.001858	 -7.485884	  0.001804	111	0
6	499999.729435	 -0.000054	 -0.000083	 -0.270565	  0.000145	2	0
7	499998.817476	 -0.000237	 -0.000302	 -1.182524	  0.000326	66	0
8	499997.639033	 -0.000472	 -0.000632	 -2.360967	  0.000801	7	0
9	499998.271905	 -0.000346	 -0.000463	 -1.728095	  0.000585	2	0
