run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.797443	 -0.000041	 -0.000073	 -0.202557	  0.000164	1	0
1	499999.806650	 -0.000039	 -0.000070	 -0.193350	  0.000157	1	0
2	499999.701917	 -0.000060	 -0.000108	 -0.298083	  0.000240	56	0
3	499999.744780	 -0.000051	 -0.000073	 -0.255220	  0.000111	29	0
4	499998.811219	 -0.000238	 -0.000308	 -1.188781	  0.000351	53	0
5	500000.094111	  0.000019	 -0.000036	  0.094111	  0.000274	49	0
6	499999.442856	 -0.000111	 -0.000137	 -0.557144	  0.000129	1	0
7	499999.678859	 -0.000064	 -0.000084	 -0.321141	  0.000099	31	0
8	499999.713406	 -0.000057	 -0.000077	 -0.286594	  0.000097	3	0
9	499999.351115	 -0.000130	 -0.000179	 -0.648885	  0.000248	2	0
