run	wealth	return	value	profit	mdd	transactions	short transactions
0	499998.569590	 -0.000286	 -0.000434	 -1.430410	  0.000742	43	0
1	500003.729716	  0.000746	  0.000632	  3.729716	  0.000569	13	0
2	499999.697879	 -0.000060	 -0.000218	 -0.302121	  0.000790	63	0
3	499998.398302	 -0.000320	 -0.000593	 -1.601698	  0.001362	48	0
4	499999.628592	 -0.000074	 -0.000278	 -0.371408	  0.001018	62	0
5	499998.855404	 -0.000229	 -0.000410	 -1.144596	  0.000905	47	0
6	499998.652292	 -0.000270	 -0.000381	 -1.347708	  0.000555	16	0
7	499998.407089	 -0.000319	 -0.000433	 -1.592911	  0.000573	18	0
8	500005.549951	  0.001110	  0.000940	  5.549951	  0.000848	12	0
9	500005.564410	  0.001113	  0.000944	  5.564410	  0.000846	13	0
