run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.790026	  0.000558	  0.000498	  2.790026	  0.000300	21	0
1	500002.189653	  0.000438	  0.000413	  2.189653	  0.000127	11	0
2	500001.668185	  0.000334	  0.000310	  1.668185	  0.000116	26	0
3	500004.227507	  0.000846	  0.000771	  4.227507	  0.000372	19	0
4	500002.029373	  0.000406	  0.000383	  2.029373	  0.000116	23	0
5	500002.521498	  0.000504	  0.000472	  2.521498	  0.000163	20	0
6	500002.540356	  0.000508	  0.000443	  2.540356	  0.000325	11	0
7	500002.615979	  0.000523	  0.000456	  2.615979	  0.000336	11	0
8	500003.595361	  0.000719	  0.000678	  3.595361	  0.000207	10	0
9	500003.597135	  0.000719	  0.000678	  3.597135	  0.000207	11	0
