run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.916213	 -0.000017	 -0.000022	 -0.083787	  0.000028	41	0
1	499999.994203	 -0.000001	 -0.000018	 -0.005797	  0.000083	7	0
2	500000.062603	  0.000013	  0.000009	  0.062603	  0.000018	2	0
3	499999.907892	 -0.000018	-9999.000000	 -0.092108	  0.000047	1	0
4	499999.862548	 -0.000027	 -0.000045	 -0.137452	  0.000087	3	0
5	499999.934382	 -0.000013	 -0.000022	 -0.065618	  0.000045	19	0
6	499999.196582	 -0.000161	 -0.000227	 -0.803418	  0.000329	5	0
7	499999.642287	 -0.000072	 -0.000116	 -0.357713	  0.000221	2	0
8	499999.791990	 -0.000042	 -0.000053	 -0.208010	  0.000058	36	0
9	499999.750683	 -0.000050	 -0.000101	 -0.249317	  0.000257	26	0
