run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.739458	  0.000548	  0.000527	  2.739458	  0.000106	19	0
1	500004.229529	  0.000846	  0.000820	  4.229529	  0.000128	17	0
2	500003.835250	  0.000767	  0.000726	  3.835250	  0.000208	25	0
3	500002.636082	  0.000527	  0.000488	  2.636082	  0.000196	26	0
4	500004.229562	  0.000846	  0.000801	  4.229562	  0.000226	24	0
5	500006.347319	  0.001269	  0.001231	  6.347319	  0.000190	17	0
6	500002.883371	  0.000577	  0.000539	  2.883371	  0.000191	27	0
7	500006.682433	  0.001336	  0.001290	  6.682433	  0.000233	19	0
8	500003.239416	  0.000648	  0.000617	  3.239416	  0.000156	16	0
9	500003.280179	  0.000656	  0.000631	  3.280179	  0.000128	7	0
