run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.790448	  0.000358	  0.000281	  1.790448	  0.000384	41	0
1	500002.480724	  0.000496	  0.000348	  2.480724	  0.000740	29	0
2	500002.336115	  0.000467	  0.000351	  2.336115	  0.000580	55	0
3	500002.228606	  0.000446	  0.000336	  2.228606	  0.000549	54	0
4	500002.666568	  0.000533	  0.000416	  2.666568	  0.000586	53	0
5	500002.768238	  0.000554	  0.000280	  2.768238	  0.001369	29	0
6	500001.703323	  0.000341	  0.000262	  1.703323	  0.000392	56	0
7	500005.110198	  0.001022	  0.000840	  5.110198	  0.000911	33	0
8	500000.642194	  0.000128	  0.000007	  0.642194	  0.000605	36	0
9	500002.616703	  0.000523	  0.000457	  2.616703	  0.000333	12	0
