run	wealth	return	value	profit	mdd	transactions	short transactions
0	500005.090857	  0.001018	  0.000951	  5.090857	  0.000337	27	0
1	500004.255967	  0.000851	  0.000814	  4.255967	  0.000188	26	0
2	500004.300884	  0.000860	  0.000814	  4.300884	  0.000233	25	0
3	500004.705779	  0.000941	  0.000912	  4.705779	  0.000147	25	0
4	500004.608024	  0.000922	  0.000885	  4.608024	  0.000181	26	0
5	500005.689725	  0.001138	  0.001050	  5.689725	  0.000440	32	0
6	500004.951745	  0.000990	  0.000925	  4.951745	  0.000327	27	0
7	500004.597518	  0.000920	  0.000859	  4.597518	  0.000300	27	0
8	500005.688898	  0.001138	  0.001106	  5.688898	  0.000161	6	0
9	500004.951285	  0.000990	  0.000955	  4.951285	  0.000175	18	0
