run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.752443	  0.000150	  0.000128	  0.752443	  0.000111	42	0
1	499999.463620	 -0.000107	 -0.000210	 -0.536380	  0.000516	119	0
2	500000.188428	  0.000038	  0.000030	  0.188428	  0.000040	10	0
3	500000.003217	  0.000001	  0.000000	  0.003217	  0.000003	20	0
4	500002.576028	  0.000515	  0.000446	  2.576028	  0.000346	29	0
5	500000.126327	  0.000025	  0.000023	  0.126327	  0.000013	22	0
6	500001.119927	  0.000224	  0.000189	  1.119927	  0.000174	61	0
7	500001.208816	  0.000242	  0.000200	  1.208816	  0.000207	24	0
8	500002.699346	  0.000540	  0.000344	  2.699346	  0.000981	68	0
9	500000.180427	  0.000036	  0.000021	  0.180427	  0.000075	23	0
