run	wealth	return	value	profit	mdd	transactions	short transactions
0	499998.550324	 -0.000290	 -0.000392	 -1.449676	  0.000508	20	0
1	499999.624465	 -0.000075	 -0.000288	 -0.375535	  0.001064	6	0
2	500004.220316	  0.000844	  0.000709	  4.220316	  0.000677	11	0
3	499999.711538	 -0.000058	 -0.000157	 -0.288462	  0.000495	42	0
4	499999.798397	 -0.000040	 -0.000159	 -0.201603	  0.000592	65	0
5	499998.827504	 -0.000234	 -0.000418	 -1.172496	  0.000918	70	0
6	500002.314017	  0.000463	  0.000332	  2.314017	  0.000652	60	0
7	499999.347649	 -0.000130	 -0.000287	 -0.652351	  0.000784	66	0
8	499999.385149	 -0.000123	 -0.000234	 -0.614851	  0.000557	21	0
9	499998.351903	 -0.000330	 -0.000479	 -1.648097	  0.000749	49	0
