run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.782619	  0.000357	  0.000297	  1.782619	  0.000296	12	0
1	500001.803125	  0.000361	  0.000306	  1.803125	  0.000272	4	0
2	500002.587756	  0.000518	  0.000486	  2.587756	  0.000158	9	0
3	500001.992879	  0.000399	  0.000358	  1.992879	  0.000202	18	0
4	500001.439854	  0.000288	  0.000268	  1.439854	  0.000099	26	0
5	500001.790386	  0.000358	  0.000325	  1.790386	  0.000165	25	0
6	500001.631567	  0.000326	  0.000302	  1.631567	  0.000122	21	0
7	500001.494752	  0.000299	  0.000273	  1.494752	  0.000127	24	0
8	500001.566043	  0.000313	  0.000279	  1.566043	  0.000173	9	0
9	500002.610019	  0.000522	  0.000466	  2.610019	  0.000280	21	0
