Generation	Best	Worst	Average
0	    0.003493	-9999.000000	 -499.949873
1	    0.003493	-9999.000000	 -129.986711
2	    0.003493	-9999.000000	  -79.991465
3	    0.003493	-9999.000000	  -69.992242
4	    0.003493	-9999.000000	  -69.992052
5	    0.003493	-9999.000000	  -59.992975
6	    0.003493	-9999.000000	  -39.994821
7	    0.003493	-9999.000000	  -49.993610
8	    0.004345	-9999.000000	   -9.997365
9	    0.004345	-9999.000000	  -39.994183
10	    0.004345	-9999.000000	   -9.997041
11	    0.004345	-9999.000000	  -19.995938
12	    0.004345	-9999.000000	  -19.995913
13	    0.004345	-9999.000000	  -29.994872
14	    0.004345	-9999.000000	  -29.994800
15	    0.004345	-9999.000000	  -39.993794
16	    0.004345	-9999.000000	  -19.995727
17	    0.004345	-9999.000000	  -39.993726
18	    0.004345	-9999.000000	  -19.995669
19	    0.005323	   -0.001953	    0.002316
20	    0.005323	-9999.000000	  -39.993635
21	    0.005323	-9999.000000	  -39.993651
22	    0.005323	-9999.000000	  -39.993652
23	    0.005323	-9999.000000	  -19.995611
24	    0.005323	-9999.000000	  -79.989644
25	    0.005323	-9999.000000	   -9.996619
26	    0.005323	-9999.000000	  -19.995600
27	    0.005323	-9999.000000	  -69.990590
28	    0.005323	-9999.000000	  -39.993601
29	    0.005323	-9999.000000	  -29.994568
30	    0.005323	-9999.000000	  -29.994512
31	    0.005323	-9999.000000	  -19.995503
32	    0.005323	-9999.000000	  -19.995494
33	    0.005323	-9999.000000	  -19.995505
34	    0.005323	-9999.000000	  -59.991511
Generation	Best	Worst	Average
0	    0.004175	-9999.000000	 -619.937876
1	    0.009556	-9999.000000	 -189.980696
2	    0.010474	-9999.000000	  -49.994540
3	    0.010474	-9999.000000	  -79.991392
4	    0.010474	-9999.000000	  -49.994190
5	    0.010474	-9999.000000	  -39.995119
6	    0.010474	-9999.000000	  -19.997004
7	    0.010474	-9999.000000	  -69.991816
8	    0.010474	-9999.000000	   -9.997512
9	    0.010474	-9999.000000	  -29.995154
10	    0.010474	-9999.000000	  -39.994096
11	    0.010474	-9999.000000	  -59.992039
12	    0.010474	-9999.000000	  -29.995047
13	    0.010474	-9999.000000	  -19.995983
14	    0.010474	-9999.000000	  -39.993886
15	    0.010474	-9999.000000	  -39.993871
