Generation	Best	Worst	Average
16	    0.010474	-9999.000000	  -39.993815
17	    0.010474	-9999.000000	  -59.991771
18	    0.010474	-9999.000000	  -29.994745
19	    0.010474	-9999.000000	  -49.992737
20	    0.010474	-9999.000000	  -19.995720
21	    0.010474	-9999.000000	  -19.995726
22	    0.010474	-9999.000000	  -19.995724
23	    0.010474	-9999.000000	  -49.992728
24	    0.010474	-9999.000000	  -29.994688
25	    0.010474	-9999.000000	  -19.995656
26	    0.010474	-9999.000000	  -49.992649
27	    0.010474	-9999.000000	  -29.994649
28	    0.010474	-9999.000000	  -19.995614
29	    0.010474	-9999.000000	   -9.996570
30	    0.010474	-9999.000000	  -19.995550
31	    0.010474	-9999.000000	  -29.994546
32	    0.010474	-9999.000000	  -29.994568
33	    0.010474	-9999.000000	   -9.996521
34	    0.010474	-9999.000000	   -9.996531
Generation	Best	Worst	Average
0	    0.003151	-9999.000000	 -479.951869
1	    0.003151	-9999.000000	 -109.988698
2	    0.003151	-9999.000000	  -49.994480
3	    0.005354	-9999.000000	  -39.995196
4	    0.005354	-9999.000000	  -59.992907
5	    0.005354	-9999.000000	  -29.995636
6	    0.005354	-9999.000000	  -39.994342
7	    0.005354	-9999.000000	  -19.996059
8	    0.005354	-9999.000000	  -39.993915
9	    0.005354	-9999.000000	  -59.991836
10	    0.005354	-9999.000000	  -39.993778
11	    0.005354	-9999.000000	  -19.995772
12	    0.007795	-9999.000000	  -29.994777
13	    0.007795	-9999.000000	  -29.994683
14	    0.007795	-9999.000000	  -19.995756
15	    0.007795	-9999.000000	  -29.994661
16	    0.007795	-9999.000000	  -89.988649
17	    0.007795	-9999.000000	  -19.995650
18	    0.007795	-9999.000000	  -29.994655
19	    0.007795	-9999.000000	  -39.993586
20	    0.007795	-9999.000000	  -19.995564
21	    0.007795	   -0.000948	    0.002449
22	    0.007795	-9999.000000	  -49.992578
23	    0.007795	-9999.000000	  -39.993632
24	    0.007795	-9999.000000	  -29.994568
25	    0.007795	-9999.000000	   -9.996575
26	    0.007795	-9999.000000	  -39.993534
27	    0.007795	-9999.000000	  -49.992554
28	    0.007795	-9999.000000	  -19.995556
29	    0.007795	-9999.000000	  -49.992524
30	    0.007795	-9999.000000	  -29.994533
31	    0.007795	-9999.000000	  -59.991580
32	    0.007795	-9999.000000	  -29.994546
33	    0.007795	-9999.000000	  -39.993546
34	    0.007795	-9999.000000	  -49.992513
Generation	Best	Worst	Average
0	    0.004669	-9999.000000	 -509.948879
1	    0.004669	-9999.000000	 -259.973729
2	    0.004669	-9999.000000	  -79.991566
3	    0.004669	-9999.000000	  -69.992328
4	    0.004669	-9999.000000	  -39.995046
5	    0.004669	-9999.000000	  -39.994863
6	    0.004669	-9999.000000	  -19.996741
7	    0.004669	-9999.000000	   -9.997536
8	    0.004669	-9999.000000	  -19.996304
9	    0.004669	-9999.000000	  -29.995123
10	    0.004756	-9999.000000	  -19.995992
11	    0.004756	-9999.000000	  -29.994945
12	    0.004756	-9999.000000	   -9.996860
13	    0.004756	-9999.000000	  -69.990827
14	    0.004756	-9999.000000	  -49.992798
15	    0.004756	-9999.000000	  -39.993784
16	    0.004756	-9999.000000	  -39.993770
17	    0.004756	-9999.000000	  -39.993748
18	    0.004756	-9999.000000	  -39.993751
19	    0.004756	-9999.000000	  -39.993693
20	    0.004756	-9999.000000	  -69.990701
21	    0.004756	-9999.000000	  -39.993673
22	    0.004756	-9999.000000	  -19.995682
23	    0.004756	-9999.000000	  -39.993669
24	    0.004756	-9999.000000	  -19.995648
25	    0.004756	-9999.000000	  -69.990658
26	    0.004756	-9999.000000	  -19.995643
27	    0.004756	-9999.000000	  -39.993631
28	    0.004756	-9999.000000	  -59.991653
29	    0.004756	-9999.000000	  -19.995612
30	    0.004756	-9999.000000	  -49.992656
31	    0.004756	-9999.000000	  -29.994655
32	    0.004756	-9999.000000	  -29.994642
33	    0.004756	-9999.000000	  -59.991644
34	    0.004756	-9999.000000	  -19.995605
Generation	Best	Worst	Average
0	    0.003522	-9999.000000	 -669.932875
1	    0.003522	-9999.000000	 -169.982737
2	    0.003522	-9999.000000	  -29.996553
3	    0.004496	-9999.000000	  -19.997277
4	    0.004496	-9999.000000	  -29.996059
5	    0.004496	-9999.000000	  -39.994888
6	    0.004496	-9999.000000	  -59.992672
7	    0.004496	-9999.000000	  -39.994548
8	    0.004496	   -0.000623	    0.001712
9	    0.004496	-9999.000000	  -39.994111
10	    0.004496	-9999.000000	  -69.991062
11	    0.004496	-9999.000000	  -49.992968
12	    0.004496	-9999.000000	   -9.996902
13	    0.004496	-9999.000000	  -29.994895
14	    0.004496	-9999.000000	  -29.994815
15	    0.004496	-9999.000000	  -29.994755
16	    0.004496	-9999.000000	  -29.994742
17	    0.004496	-9999.000000	  -69.990729
18	    0.004496	-9999.000000	  -59.991734
19	    0.004496	-9999.000000	  -29.994663
20	    0.004496	-9999.000000	  -29.994703
21	    0.004496	-9999.000000	  -29.994676
22	    0.004496	-9999.000000	   -9.996673
23	    0.004496	-9999.000000	  -29.994665
24	    0.004496	-9999.000000	  -29.994639
25	    0.004496	-9999.000000	  -19.995640
26	    0.004496	-9999.000000	  -39.993654
27	    0.004496	-9999.000000	  -79.989638
28	    0.004496	-9999.000000	  -29.994617
29	    0.004496	-9999.000000	  -39.993649
30	    0.004496	-9999.000000	  -39.993610
31	    0.004496	-9999.000000	  -49.992634
32	    0.004496	-9999.000000	   -9.996584
33	    0.004496	-9999.000000	  -59.991629
34	    0.004496	-9999.000000	  -79.989628
Generation	Best	Worst	Average
0	    0.006083	-9999.000000	 -429.956872
1	    0.006083	-9999.000000	 -119.987768
2	    0.006083	-9999.000000	  -39.995581
3	    0.006083	-9999.000000	  -29.996382
4	    0.006083	-9999.000000	  -59.993139
5	    0.006083	-9999.000000	  -29.995961
6	    0.006083	-9999.000000	  -49.993665
7	    0.006083	-9999.000000	  -39.994387
8	    0.006083	-9999.000000	   -9.997182
9	    0.006083	-9999.000000	  -29.995097
10	    0.006083	-9999.000000	  -29.995007
11	    0.006083	-9999.000000	  -19.996003
12	    0.006083	-9999.000000	  -19.995892
13	    0.006083	-9999.000000	  -19.995823
14	    0.006083	-9999.000000	  -49.992812
15	    0.006083	-9999.000000	  -29.994801
16	    0.006083	-9999.000000	  -39.993757
17	    0.006083	-9999.000000	  -39.993728
18	    0.006083	-9999.000000	  -29.994677
19	    0.006506	-9999.000000	  -29.994708
20	    0.006506	-9999.000000	  -39.993720
21	    0.006506	-9999.000000	  -19.995641
22	    0.006506	   -0.000557	    0.002343
23	    0.006506	-9999.000000	  -59.991642
24	    0.006506	-9999.000000	  -59.991623
25	    0.006506	-9999.000000	  -29.994572
26	    0.006506	-9999.000000	   -9.996578
27	    0.006506	-9999.000000	  -19.995569
28	    0.006506	-9999.000000	  -29.994543
29	    0.006506	-9999.000000	   -9.996523
30	    0.006506	-9999.000000	  -19.995544
31	    0.006506	-9999.000000	  -49.992542
32	    0.006506	-9999.000000	  -59.991554
33	    0.006506	-9999.000000	  -59.991513
34	    0.006506	-9999.000000	  -59.991479
Generation	Best	Worst	Average
0	    0.003090	-9999.000000	 -479.951871
1	    0.003305	-9999.000000	 -199.979702
2	    0.003305	-9999.000000	  -49.994508
3	    0.003305	-9999.000000	  -39.995309
4	    0.003305	-9999.000000	  -99.989171
5	    0.005117	-9999.000000	  -69.992029
6	    0.005117	-9999.000000	  -49.993921
7	    0.005117	-9999.000000	   -9.997704
8	    0.005117	-9999.000000	   -9.997387
9	    0.005117	-9999.000000	  -39.994143
10	    0.005117	-9999.000000	  -29.995060
11	    0.005117	-9999.000000	  -29.994966
12	    0.005117	-9999.000000	  -19.995966
13	    0.005117	-9999.000000	  -19.995850
14	    0.005117	-9999.000000	  -49.992807
15	    0.005117	-9999.000000	  -39.993772
16	    0.005117	-9999.000000	  -39.993734
17	    0.005117	-9999.000000	  -29.994721
18	    0.005117	-9999.000000	  -19.995686
19	    0.005117	-9999.000000	  -39.993707
20	    0.005117	-9999.000000	   -9.996652
21	    0.005117	-9999.000000	  -29.994667
22	    0.005117	-9999.000000	  -49.992629
23	    0.005117	-9999.000000	  -49.992628
24	    0.005117	-9999.000000	  -39.993612
25	    0.005117	-9999.000000	  -69.990649
26	    0.005117	   -0.000330	    0.002374
27	    0.005311	-9999.000000	  -49.992607
28	    0.005311	-9999.000000	   -9.996577
29	    0.005311	-9999.000000	  -19.995568
30	    0.005311	-9999.000000	  -19.995552
31	    0.005311	-9999.000000	  -59.991600
32	    0.005311	-9999.000000	  -59.991617
33	    0.005311	-9999.000000	  -49.992599
34	    0.005311	-9999.000000	  -59.991585
Generation	Best	Worst	Average
0	    0.006652	-9999.000000	 -539.945869
1	    0.006652	-9999.000000	 -169.982699
2	    0.006652	-9999.000000	  -69.992531
3	    0.006652	-9999.000000	  -69.992264
4	    0.006652	-9999.000000	  -39.995040
5	    0.006652	-9999.000000	  -19.996862
6	    0.006652	-9999.000000	  -29.995666
7	    0.006652	-9999.000000	  -19.996405
8	    0.006652	-9999.000000	  -49.993156
9	    0.006652	-9999.000000	  -39.994065
10	    0.006652	-9999.000000	  -29.994991
11	    0.006652	-9999.000000	  -39.993911
12	    0.006652	-9999.000000	  -69.990883
13	    0.006652	-9999.000000	  -49.992847
14	    0.006652	-9999.000000	  -69.990760
15	    0.006652	-9999.000000	  -19.995704
16	    0.006652	-9999.000000	  -29.994726
17	    0.006652	-9999.000000	  -19.995686
18	    0.006652	-9999.000000	   -9.996721
19	    0.006652	-9999.000000	  -19.995701
20	    0.006652	-9999.000000	   -9.996690
21	    0.006652	-9999.000000	  -19.995682
22	    0.006652	-9999.000000	  -29.994663
23	    0.006652	-9999.000000	  -19.995633
24	    0.006652	-9999.000000	   -9.996647
25	    0.006652	-9999.000000	  -19.995629
26	    0.006652	-9999.000000	   -9.996640
27	    0.006652	-9999.000000	  -49.992628
28	    0.006652	-9999.000000	  -39.993649
29	    0.006652	-9999.000000	  -49.992565
30	    0.006652	-9999.000000	  -29.994583
31	    0.006652	-9999.000000	  -59.991617
32	    0.006652	-9999.000000	   -9.996573
33	    0.006652	-9999.000000	  -19.995584
34	    0.006652	-9999.000000	  -39.993603
Generation	Best	Worst	Average
0	    0.004191	-9999.000000	 -519.947881
1	    0.004191	-9999.000000	 -139.985709
2	    0.004191	-9999.000000	  -79.991422
3	    0.004191	-9999.000000	  -99.989144
4	    0.004191	-9999.000000	  -29.995872
5	    0.004191	-9999.000000	  -29.995681
6	    0.004191	-9999.000000	  -39.994542
7	    0.004194	   -0.000644	    0.001680
8	    0.004194	-9999.000000	  -19.996116
9	    0.004471	-9999.000000	  -39.993964
10	    0.004471	-9999.000000	   -9.996945
11	    0.004471	-9999.000000	  -29.994910
12	    0.004471	-9999.000000	  -29.994844
13	    0.004471	-9999.000000	  -19.995835
14	    0.004471	-9999.000000	  -39.993781
15	    0.004471	-9999.000000	  -29.994751
16	    0.004471	-9999.000000	  -49.992764
17	    0.004471	-9999.000000	  -39.993730
18	    0.004471	-9999.000000	  -19.995723
19	    0.004471	-9999.000000	  -49.992706
20	    0.004471	-9999.000000	  -39.993719
21	    0.004471	-9999.000000	  -19.995664
22	    0.004471	-9999.000000	  -19.995665
23	    0.004471	-9999.000000	  -19.995656
24	    0.004471	-9999.000000	  -19.995644
25	    0.004471	-9999.000000	  -49.992612
26	    0.004471	-9999.000000	  -29.994594
27	    0.004471	-9999.000000	  -39.993576
28	    0.004471	-9999.000000	   -9.996499
29	    0.004471	-9999.000000	  -69.990537
30	    0.004471	-9999.000000	  -19.995509
31	    0.004471	-9999.000000	  -59.991517
32	    0.004471	-9999.000000	  -29.994495
33	    0.004471	-9999.000000	  -39.993495
34	    0.004471	-9999.000000	  -29.994482
Generation	Best	Worst	Average
0	    0.006431	-9999.000000	 -559.943877
1	    0.006431	-9999.000000	 -139.985710
2	    0.006431	-9999.000000	  -89.990469
3	    0.006431	-9999.000000	  -19.997123
4	    0.006431	-9999.000000	  -29.995897
5	    0.006431	-9999.000000	  -39.994696
6	    0.006431	-9999.000000	  -79.990531
7	    0.006431	   -0.000427	    0.001742
8	    0.006431	-9999.000000	   -9.997005
9	    0.006431	-9999.000000	  -29.994967
10	    0.006431	-9999.000000	  -29.994902
11	    0.006431	-9999.000000	  -29.994856
12	    0.006431	-9999.000000	  -29.994781
13	    0.006431	-9999.000000	  -29.994853
14	    0.006431	-9999.000000	   -9.996781
15	    0.006431	-9999.000000	   -9.996756
16	    0.006431	-9999.000000	  -59.991817
17	    0.006431	-9999.000000	  -79.989719
18	    0.006431	-9999.000000	  -29.994672
19	    0.006431	-9999.000000	  -29.994678
20	    0.007989	-9999.000000	  -29.994657
21	    0.007989	-9999.000000	  -29.994667
22	    0.007989	-9999.000000	   -9.996699
23	    0.007989	-9999.000000	  -39.993641
24	    0.007989	-9999.000000	  -29.994620
25	    0.007989	-9999.000000	  -19.995596
26	    0.007989	-9999.000000	  -19.995548
27	    0.007989	-9999.000000	  -39.993582
28	    0.007989	-9999.000000	  -39.993583
29	    0.007989	-9999.000000	  -19.995527
30	    0.007989	-9999.000000	  -19.995563
31	    0.007989	-9999.000000	  -39.993552
32	    0.007989	   -0.000158	    0.002497
33	    0.007989	-9999.000000	  -69.990503
34	    0.007989	-9999.000000	  -39.993512
