run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.078466	  0.000016	 -0.000012	  0.078466	  0.000137	119	0
1	500000.031244	  0.000006	  0.000004	  0.031244	  0.000014	11	0
2	500000.005551	  0.000001	-9999.000000	  0.005551	  0.000074	1	0
3	499999.835872	 -0.000033	 -0.000060	 -0.164128	  0.000137	112	0
4	499999.660397	 -0.000068	 -0.000208	 -0.339603	  0.000700	65	0
5	500000.019348	  0.000004	  0.000003	  0.019348	  0.000002	17	0
6	500000.618313	  0.000124	  0.000112	  0.618313	  0.000056	26	0
7	500000.027810	  0.000006	  0.000001	  0.027810	  0.000022	142	0
8	500000.210786	  0.000042	  0.000036	  0.210786	  0.000032	17	0
9	500001.133772	  0.000227	  0.000122	  1.133772	  0.000524	51	0
