run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.739518	  0.000548	  0.000478	  2.739518	  0.000352	137	0
1	500003.107025	  0.000621	  0.000549	  3.107025	  0.000362	143	0
2	500001.477577	  0.000296	  0.000256	  1.477577	  0.000195	91	0
3	500001.837862	  0.000368	  0.000333	  1.837862	  0.000175	69	0
4	500002.441547	  0.000488	  0.000423	  2.441547	  0.000327	151	0
5	500002.189222	  0.000438	  0.000380	  2.189222	  0.000288	154	0
6	500001.940287	  0.000388	  0.000345	  1.940287	  0.000213	49	0
7	500001.387371	  0.000277	  0.000244	  1.387371	  0.000166	17	0
8	500000.796723	  0.000159	  0.000140	  0.796723	  0.000099	126	0
9	500002.211709	  0.000442	  0.000374	  2.211709	  0.000340	120	0
