run	wealth	return	value	profit	mdd	transactions	short transactions
0	499992.747153	 -0.001451	 -0.001921	 -7.252847	  0.002354	270	0
1	499993.074952	 -0.001385	 -0.001732	 -6.925048	  0.001737	271	0
2	499995.934338	 -0.000813	 -0.001089	 -4.065662	  0.001381	185	0
3	499994.223248	 -0.001155	 -0.001465	 -5.776752	  0.001547	137	0
4	499993.232378	 -0.001354	 -0.001773	 -6.767622	  0.002095	284	0
5	499994.805928	 -0.001039	 -0.001392	 -5.194072	  0.001766	289	0
6	499997.181092	 -0.000564	 -0.000728	 -2.818908	  0.000821	98	0
7	499996.279506	 -0.000744	 -0.001019	 -3.720494	  0.001375	31	0
8	499997.979348	 -0.000404	 -0.000513	 -2.020652	  0.000544	239	0
9	499994.812107	 -0.001038	 -0.001420	 -5.187893	  0.001911	238	0
