run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.087927	  0.000418	  0.000287	  2.087927	  0.000655	40	0
1	500002.560949	  0.000512	  0.000391	  2.560949	  0.000607	55	0
2	500003.863471	  0.000773	  0.000534	  3.863471	  0.001192	66	0
3	499999.906055	 -0.000019	 -0.000126	 -0.093945	  0.000538	31	0
4	500004.681373	  0.000936	  0.000710	  4.681373	  0.001133	28	0
5	500002.454437	  0.000491	  0.000360	  2.454437	  0.000656	49	0
6	500002.431821	  0.000486	  0.000375	  2.431821	  0.000557	56	0
7	500003.274322	  0.000655	  0.000499	  3.274322	  0.000780	54	0
8	500003.554021	  0.000711	  0.000502	  3.554021	  0.001044	63	0
9	500002.315806	  0.000463	  0.000346	  2.315806	  0.000587	35	0
