run	wealth	return	value	profit	mdd	transactions	short transactions
0	500006.348337	  0.001270	  0.001230	  6.348337	  0.000197	25	0
1	500004.006172	  0.000801	  0.000758	  4.006172	  0.000217	25	0
2	500005.793662	  0.001159	  0.001069	  5.793662	  0.000447	32	0
3	500002.766881	  0.000553	  0.000534	  2.766881	  0.000095	12	0
4	500007.532039	  0.001506	  0.001461	  7.532039	  0.000228	17	0
5	500004.298752	  0.000860	  0.000822	  4.298752	  0.000190	22	0
6	500004.113414	  0.000823	  0.000768	  4.113414	  0.000272	27	0
7	500005.136107	  0.001027	  0.000972	  5.136107	  0.000278	25	0
8	500005.577953	  0.001116	  0.001026	  5.577953	  0.000446	33	0
9	500005.268003	  0.001054	  0.001018	  5.268003	  0.000176	22	0
