run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.213776	  0.000043	  0.000037	  0.213776	  0.000027	6	0
1	500000.413368	  0.000083	  0.000064	  0.413368	  0.000093	6	0
2	500000.450947	  0.000090	  0.000070	  0.450947	  0.000101	6	0
3	500000.569052	  0.000114	  0.000088	  0.569052	  0.000128	6	0
4	500000.237361	  0.000047	  0.000040	  0.237361	  0.000038	10	0
5	500000.427672	  0.000086	  0.000072	  0.427672	  0.000070	10	0
6	500000.370421	  0.000074	  0.000057	  0.370421	  0.000083	6	0
7	500000.278019	  0.000056	  0.000035	  0.278019	  0.000105	4	0
8	500000.348801	  0.000070	  0.000058	  0.348801	  0.000061	10	0
9	500000.542605	  0.000109	  0.000100	  0.542605	  0.000045	8	0
