run	wealth	return	value	profit	mdd	transactions	short transactions
0	499998.564805	 -0.000287	 -0.000445	 -1.435195	  0.000791	87	0
1	500000.608497	  0.000122	  0.000038	  0.608497	  0.000417	106	0
2	499999.832469	 -0.000034	 -0.000128	 -0.167531	  0.000471	115	0
3	500000.178490	  0.000036	  0.000033	  0.178490	  0.000011	2	0
4	500000.105513	  0.000021	  0.000011	  0.105513	  0.000049	38	0
5	500000.563212	  0.000113	  0.000073	  0.563212	  0.000197	230	0
6	499999.586940	 -0.000083	 -0.000151	 -0.413060	  0.000343	213	0
7	499999.919756	 -0.000016	 -0.000025	 -0.080244	  0.000047	24	0
8	499999.890067	 -0.000022	 -0.000067	 -0.109933	  0.000224	80	0
9	500000.416716	  0.000083	  0.000023	  0.416716	  0.000299	159	0
