run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.773930	 -0.000045	 -0.000058	 -0.226070	  0.000063	3	0
1	499999.967042	 -0.000007	 -0.000009	 -0.032958	  0.000012	1	0
2	499999.938914	 -0.000012	 -0.000016	 -0.061086	  0.000019	2	0
3	499999.819902	 -0.000036	 -0.000046	 -0.180098	  0.000051	1	0
4	499999.948759	 -0.000010	 -0.000014	 -0.051241	  0.000019	1	0
5	499999.694991	 -0.000061	 -0.000080	 -0.305009	  0.000094	18	0
6	499999.903595	 -0.000019	 -0.000024	 -0.096405	  0.000023	4	0
7	499999.903042	 -0.000019	 -0.000025	 -0.096958	  0.000028	13	0
8	500000.107674	  0.000022	  0.000020	  0.107674	  0.000007	6	0
9	499999.999808	 -0.000000	 -0.000000	 -0.000192	  0.000001	2	0
