run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.120305	 -0.000176	 -0.000288	 -0.879695	  0.000559	3	0
1	499999.925367	 -0.000015	 -0.000021	 -0.074633	  0.000029	3	0
2	499999.748462	 -0.000050	 -0.000068	 -0.251538	  0.000086	11	0
3	499999.647394	 -0.000071	-9999.000000	 -0.352606	  0.000175	1	0
4	499999.875386	 -0.000025	-9999.000000	 -0.124614	  0.000064	1	0
5	499999.635460	 -0.000073	 -0.000115	 -0.364540	  0.000209	61	0
6	500000.007057	  0.000001	 -0.000007	  0.007057	  0.000041	15	0
7	499999.883508	 -0.000023	 -0.000036	 -0.116492	  0.000061	45	0
8	499999.808129	 -0.000038	 -0.000065	 -0.191871	  0.000134	24	0
9	500000.010218	  0.000002	  0.000002	  0.010218	  0.000001	3	0
