run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.325957	  0.000065	  0.000050	  0.325957	  0.000074	10	0
1	500000.158379	  0.000032	  0.000024	  0.158379	  0.000040	4	0
2	500000.159947	  0.000032	  0.000024	  0.159947	  0.000041	4	0
3	500000.207854	  0.000042	 -0.000020	  0.207854	  0.000309	9	0
4	500000.273825	  0.000055	  0.000026	  0.273825	  0.000142	8	0
5	500000.642190	  0.000128	  0.000111	  0.642190	  0.000087	10	0
6	500000.586976	  0.000117	  0.000108	  0.586976	  0.000049	8	0
7	500000.227971	  0.000046	  0.000039	  0.227971	  0.000031	8	0
8	500000.543699	  0.000109	  0.000091	  0.543699	  0.000089	10	0
9	500000.479558	  0.000096	  0.000088	  0.479558	  0.000040	8	0
