run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.670315	  0.000334	  0.000314	  1.670315	  0.000101	23	0
1	500001.791049	  0.000358	  0.000334	  1.791049	  0.000124	7	0
2	500001.379467	  0.000276	  0.000259	  1.379467	  0.000083	23	0
3	500001.307221	  0.000261	  0.000221	  1.307221	  0.000204	25	0
4	500001.813760	  0.000363	  0.000339	  1.813760	  0.000118	20	0
5	500002.185943	  0.000437	  0.000411	  2.185943	  0.000132	23	0
6	500001.292814	  0.000259	  0.000242	  1.292814	  0.000083	26	0
7	500001.766138	  0.000353	  0.000310	  1.766138	  0.000217	8	0
8	500001.611236	  0.000322	  0.000300	  1.611236	  0.000109	6	0
9	500001.879167	  0.000376	  0.000355	  1.879167	  0.000106	14	0
