run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.354938	  0.000071	  0.000062	  0.354938	  0.000045	6	0
1	500000.443134	  0.000089	  0.000074	  0.443134	  0.000072	10	0
2	499999.989714	 -0.000002	 -0.000004	 -0.010286	  0.000008	10	0
3	500000.442936	  0.000089	  0.000081	  0.442936	  0.000037	8	0
4	500000.441874	  0.000088	  0.000071	  0.441874	  0.000088	12	0
5	500000.393157	  0.000079	  0.000072	  0.393157	  0.000033	8	0
6	500000.429473	  0.000086	  0.000067	  0.429473	  0.000096	6	0
7	500000.456755	  0.000091	  0.000070	  0.456755	  0.000106	10	0
8	500000.397263	  0.000079	  0.000062	  0.397263	  0.000089	6	0
9	500000.248918	  0.000050	  0.000043	  0.248918	  0.000031	6	0
