run	wealth	return	value	profit	mdd	transactions	short transactions
0	499998.947018	 -0.000211	 -0.000260	 -1.052982	  0.000245	16	0
1	499998.440296	 -0.000312	 -0.000379	 -1.559704	  0.000337	29	0
2	500000.052233	  0.000010	  0.000006	  0.052233	  0.000021	26	0
3	499999.316591	 -0.000137	 -0.000195	 -0.683409	  0.000293	23	0
4	499997.970094	 -0.000406	 -0.000492	 -2.029906	  0.000429	31	0
5	499999.397051	 -0.000121	 -0.000172	 -0.602949	  0.000259	23	0
6	499998.759716	 -0.000248	 -0.000329	 -1.240284	  0.000405	14	0
7	499998.670112	 -0.000266	 -0.000354	 -1.329888	  0.000438	25	0
8	499998.910140	 -0.000218	 -0.000285	 -1.089860	  0.000338	13	0
9	499999.786180	 -0.000043	 -0.000067	 -0.213820	  0.000120	16	0
