run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.209874	 -0.000158	 -0.000226	 -0.790126	  0.000340	23	0
1	499999.273071	 -0.000145	 -0.000200	 -0.726929	  0.000271	22	0
2	499999.474242	 -0.000105	 -0.000164	 -0.525758	  0.000295	12	0
3	500000.199227	  0.000040	 -0.000148	  0.199227	  0.000940	18	0
4	499998.558722	 -0.000288	 -0.000382	 -1.441278	  0.000470	14	0
5	499999.411328	 -0.000118	 -0.000156	 -0.588672	  0.000192	14	0
6	499999.568750	 -0.000086	 -0.000110	 -0.431250	  0.000117	18	0
7	499997.945161	 -0.000411	 -0.000500	 -2.054839	  0.000444	29	0
8	499998.522056	 -0.000296	 -0.000420	 -1.477944	  0.000621	32	0
9	499999.411036	 -0.000118	 -0.000189	 -0.588964	  0.000357	27	0
