run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.514956	  0.000103	  0.000094	  0.514956	  0.000043	8	0
1	500000.529167	  0.000106	  0.000097	  0.529167	  0.000045	8	0
2	500000.309975	  0.000062	  0.000039	  0.309975	  0.000117	4	0
3	500000.263311	  0.000053	  0.000043	  0.263311	  0.000048	8	0
4	500000.499263	  0.000100	  0.000077	  0.499263	  0.000112	6	0
5	500000.204000	  0.000041	  0.000032	  0.204000	  0.000046	6	0
6	500000.159863	  0.000032	  0.000027	  0.159863	  0.000027	8	0
7	500000.584213	  0.000117	  0.000098	  0.584213	  0.000095	10	0
8	500000.200400	  0.000040	  0.000023	  0.200400	  0.000085	12	0
9	500000.274448	  0.000055	  0.000046	  0.274448	  0.000044	10	0
