run	wealth	return	value	profit	mdd	transactions	short transactions
0	500003.736743	  0.000747	  0.000718	  3.736743	  0.000147	19	0
1	500003.148353	  0.000630	  0.000577	  3.148353	  0.000266	30	0
2	500006.057009	  0.001211	  0.001171	  6.057009	  0.000203	22	0
3	500002.832040	  0.000566	  0.000547	  2.832040	  0.000099	12	0
4	500004.627481	  0.000925	  0.000899	  4.627481	  0.000131	6	0
5	500005.105881	  0.001021	  0.000942	  5.105881	  0.000394	32	0
6	500003.331920	  0.000666	  0.000634	  3.331920	  0.000161	16	0
7	500003.967716	  0.000794	  0.000751	  3.967716	  0.000215	25	0
8	500004.357454	  0.000871	  0.000838	  4.357454	  0.000166	26	0
9	500004.436935	  0.000887	  0.000839	  4.436935	  0.000240	25	0
