run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.119087	  0.000424	  0.000398	  2.119087	  0.000129	9	0
1	500002.055531	  0.000411	  0.000388	  2.055531	  0.000114	15	0
2	500000.442091	  0.000088	  0.000080	  0.442091	  0.000042	13	0
3	500001.687280	  0.000337	  0.000314	  1.687280	  0.000116	25	0
4	500001.620508	  0.000324	  0.000302	  1.620508	  0.000112	25	0
5	500001.933485	  0.000387	  0.000330	  1.933485	  0.000286	5	0
6	500000.913340	  0.000183	  0.000157	  0.913340	  0.000128	9	0
7	500000.523129	  0.000105	  0.000087	  0.523129	  0.000086	32	0
8	500003.256971	  0.000651	  0.000594	  3.256971	  0.000289	20	0
9	500002.160181	  0.000432	  0.000358	  2.160181	  0.000372	10	0
