run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.871511	  0.000574	  0.000431	  2.871511	  0.000718	54	0
1	500002.970377	  0.000594	  0.000464	  2.970377	  0.000651	56	0
2	500003.002749	  0.000601	  0.000445	  3.002749	  0.000778	57	0
3	500002.456625	  0.000491	  0.000387	  2.456625	  0.000521	34	0
4	500001.496202	  0.000299	  0.000201	  1.496202	  0.000493	40	0
5	500004.196922	  0.000839	  0.000601	  4.196922	  0.001191	66	0
6	500005.111544	  0.001022	  0.000849	  5.111544	  0.000865	33	0
7	500003.128653	  0.000626	  0.000487	  3.128653	  0.000695	56	0
8	500002.810820	  0.000562	  0.000422	  2.810820	  0.000700	55	0
9	500003.358601	  0.000672	  0.000518	  3.358601	  0.000769	56	0
