run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.410102	  0.000282	  0.000260	  1.410102	  0.000111	33	0
1	500002.065412	  0.000413	  0.000367	  2.065412	  0.000232	90	0
2	500001.240378	  0.000248	  0.000229	  1.240378	  0.000095	55	0
3	500001.635387	  0.000327	  0.000293	  1.635387	  0.000168	42	0
4	500000.036104	  0.000007	  0.000004	  0.036104	  0.000015	11	0
5	500002.229678	  0.000446	  0.000418	  2.229678	  0.000139	40	0
6	500001.110641	  0.000222	  0.000195	  1.110641	  0.000137	25	0
7	500001.508925	  0.000302	  0.000272	  1.508925	  0.000146	23	0
8	500000.829293	  0.000166	  0.000134	  0.829293	  0.000158	59	0
9	500000.356040	  0.000071	  0.000067	  0.356040	  0.000020	35	0
