run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.952892	  0.000391	  0.000369	  1.952892	  0.000106	15	0
1	500002.732095	  0.000546	  0.000512	  2.732095	  0.000172	10	0
2	500001.500510	  0.000300	  0.000281	  1.500510	  0.000097	26	0
3	500001.149373	  0.000230	  0.000221	  1.149373	  0.000045	13	0
4	500001.965712	  0.000393	  0.000369	  1.965712	  0.000119	23	0
5	500001.949169	  0.000390	  0.000365	  1.949169	  0.000126	20	0
6	500002.666627	  0.000533	  0.000500	  2.666627	  0.000167	10	0
7	500002.377342	  0.000475	  0.000424	  2.377342	  0.000259	22	0
8	500002.055531	  0.000411	  0.000388	  2.055531	  0.000114	15	0
9	500001.769172	  0.000354	  0.000320	  1.769172	  0.000171	16	0
