run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.734999	 -0.000053	 -0.000081	 -0.265001	  0.000138	60	0
1	500000.161371	  0.000032	 -0.000038	  0.161371	  0.000351	121	0
2	500001.514343	  0.000303	  0.000266	  1.514343	  0.000183	233	0
3	500000.000000	  0.000000	  0.000000	  0.000000	  0.000000	0	0
4	499999.924970	 -0.000015	 -0.000025	 -0.075030	  0.000050	4	0
5	500000.595366	  0.000119	  0.000100	  0.595366	  0.000097	36	0
6	500000.243197	  0.000049	  0.000029	  0.243197	  0.000096	3	0
7	500000.495788	  0.000099	  0.000080	  0.495788	  0.000094	27	0
8	499999.589838	 -0.000082	 -0.000117	 -0.410162	  0.000176	86	0
9	500000.617420	  0.000123	  0.000102	  0.617420	  0.000107	26	0
