run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.619443	  0.000524	  0.000466	  2.619443	  0.000291	21	0
1	500001.564129	  0.000313	  0.000284	  1.564129	  0.000144	25	0
2	500004.237418	  0.000847	  0.000773	  4.237418	  0.000373	19	0
3	500001.788258	  0.000358	  0.000336	  1.788258	  0.000110	22	0
4	500001.331799	  0.000266	  0.000227	  1.331799	  0.000197	5	0
5	500002.101193	  0.000420	  0.000394	  2.101193	  0.000130	22	0
6	500001.719928	  0.000344	  0.000299	  1.719928	  0.000225	10	0
7	500001.944609	  0.000389	  0.000353	  1.944609	  0.000182	26	0
8	500002.083038	  0.000417	  0.000390	  2.083038	  0.000133	26	0
9	500002.882898	  0.000577	  0.000518	  2.882898	  0.000291	18	0
