run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.928641	 -0.000014	 -0.000069	 -0.071359	  0.000275	15	0
1	499999.167542	 -0.000166	 -0.000208	 -0.832458	  0.000207	17	0
2	499999.970052	 -0.000006	 -0.000014	 -0.029948	  0.000040	30	0
3	499994.543746	 -0.001091	 -0.001333	 -5.456254	  0.001209	102	0
4	499993.916380	 -0.001217	 -0.001503	 -6.083620	  0.001432	17	0
5	499999.446677	 -0.000111	 -0.000176	 -0.553323	  0.000328	14	0
6	499999.505383	 -0.000099	 -0.000138	 -0.494617	  0.000195	139	0
7	499999.553143	 -0.000089	 -0.000111	 -0.446857	  0.000106	4	0
8	499999.849656	 -0.000030	 -0.000041	 -0.150344	  0.000053	9	0
9	499999.646053	 -0.000071	 -0.000095	 -0.353947	  0.000120	2	0
