run	wealth	return	value	profit	mdd	transactions	short transactions
0	499998.450001	 -0.000310	 -0.000411	 -1.549999	  0.000506	14	0
1	499999.032158	 -0.000194	 -0.000257	 -0.967842	  0.000319	25	0
2	499999.599325	 -0.000080	 -0.000125	 -0.400675	  0.000225	12	0
3	499999.513484	 -0.000097	 -0.000132	 -0.486516	  0.000173	85	0
4	499999.385410	 -0.000123	 -0.000176	 -0.614590	  0.000264	23	0
5	499999.806044	 -0.000039	 -0.000061	 -0.193956	  0.000109	16	0
6	499998.362380	 -0.000328	 -0.000439	 -1.637620	  0.000559	24	0
7	499999.129727	 -0.000174	 -0.000220	 -0.870273	  0.000230	35	0
8	499998.646908	 -0.000271	 -0.000384	 -1.353092	  0.000569	32	0
9	499999.522461	 -0.000096	 -0.000153	 -0.477539	  0.000289	27	0
