run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.212110	  0.000442	  0.000347	  2.212110	  0.000478	41	0
1	500001.728617	  0.000346	  0.000263	  1.728617	  0.000412	54	0
2	500002.909885	  0.000582	  0.000421	  2.909885	  0.000806	62	0
3	500002.615297	  0.000523	  0.000354	  2.615297	  0.000847	66	0
4	500002.641921	  0.000528	  0.000413	  2.641921	  0.000579	8	0
5	500002.531524	  0.000506	  0.000405	  2.531524	  0.000508	12	0
6	500002.726735	  0.000545	  0.000436	  2.726735	  0.000546	12	0
7	500002.305915	  0.000461	  0.000355	  2.305915	  0.000530	56	0
8	500002.614693	  0.000523	  0.000387	  2.614693	  0.000679	57	0
9	500003.319505	  0.000664	  0.000431	  3.319505	  0.001164	27	0
