run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.336218	  0.000267	  0.000245	  1.336218	  0.000112	23	0
1	500002.642987	  0.000529	  0.000460	  2.642987	  0.000345	10	0
2	500001.618576	  0.000324	  0.000302	  1.618576	  0.000106	6	0
3	500001.716078	  0.000343	  0.000308	  1.716078	  0.000174	18	0
4	500001.612717	  0.000323	  0.000300	  1.612717	  0.000113	6	0
5	500003.736842	  0.000747	  0.000675	  3.736842	  0.000363	20	0
6	500001.739246	  0.000348	  0.000313	  1.739246	  0.000176	18	0
7	500000.730193	  0.000146	  0.000136	  0.730193	  0.000048	6	0
8	500001.687116	  0.000337	  0.000287	  1.687116	  0.000255	4	0
9	500001.993610	  0.000399	  0.000373	  1.993610	  0.000129	10	0
