run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.231183	  0.000446	  0.000421	  2.231183	  0.000127	23	0
1	500002.257256	  0.000451	  0.000394	  2.257256	  0.000289	11	0
2	500001.550211	  0.000310	  0.000262	  1.550211	  0.000242	5	0
3	500002.070029	  0.000414	  0.000389	  2.070029	  0.000125	23	0
4	500001.775099	  0.000355	  0.000322	  1.775099	  0.000165	15	0
5	500002.456537	  0.000491	  0.000460	  2.456537	  0.000154	10	0
6	500001.593276	  0.000319	  0.000289	  1.593276	  0.000147	17	0
7	500002.388663	  0.000478	  0.000449	  2.388663	  0.000146	9	0
8	500000.984053	  0.000197	  0.000189	  0.984053	  0.000038	10	0
9	500002.130819	  0.000426	  0.000379	  2.130819	  0.000237	21	0
