Train fitness	Test fitness
7.271345362605895E-4	-4.032818510215109E-4
3.9146245725785276E-4	0.0
4.017101661260255E-4	0.0
3.4227345507481646E-4	0.0
3.1101304908173007E-4	-1.2296803361734054E-4
3.873633737149237E-4	0.0
6.655254199248826E-4	-2.1815520881108592E-4
5.435901868069019E-4	5.8332406790778146E-6
4.026886108326624E-4	-1.7196960137736837E-4
5.836780673339583E-4	-4.917406232853054E-4
