run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.002596	  0.000401	  0.000357	  2.002596	  0.000219	98	0
1	500000.715374	  0.000143	  0.000119	  0.715374	  0.000119	71	0
2	500001.294131	  0.000259	  0.000211	  1.294131	  0.000237	72	0
3	500002.002132	  0.000400	  0.000339	  2.002132	  0.000306	90	0
4	500000.901292	  0.000180	  0.000126	  0.901292	  0.000273	102	0
5	500002.430514	  0.000486	  0.000424	  2.430514	  0.000311	170	0
6	500001.351786	  0.000270	  0.000210	  1.351786	  0.000304	121	0
7	500000.371281	  0.000074	  0.000028	  0.371281	  0.000232	77	0
8	500001.839278	  0.000368	  0.000316	  1.839278	  0.000259	100	0
9	500002.375973	  0.000475	  0.000386	  2.375973	  0.000446	91	0
